gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,timepoint,n_CCS,n_ACS
PIGK,1.8068615416692242,0.027228893715086536,0.3895221440928135,0.06990332675052888,0.944270605245165,0.9848296275845438,TP2M,14,19
AC118549.1,4.069092329229497,-0.24992663128835696,0.27244046122051413,-0.9173623850462711,0.3589527766422662,0.7047356996863472,TP2M,14,19
USP33,7.284754250560043,0.018702904645086543,0.20988426404359514,0.08911056162458064,0.9289940438265323,0.9793252426451987,TP2M,14,19
MIGA1,4.2627808098878734,0.02608952172680878,0.24777959931469346,0.10529325981221593,0.9161431111374403,0.9761725376966367,TP2M,14,19
NEXN,1.3315184606149608,0.17764324227995534,0.4695531816803851,0.3783240093150371,0.705189911711352,,TP2M,14,19
FUBP1,12.56372410935024,0.004259523683575079,0.15347453622378998,0.027753943998658017,0.9778583991624782,0.9937766995343934,TP2M,14,19
DNAJB4,1.523034031862934,0.7621749343517767,0.4508654984090284,1.690470743583769,0.09093793081462548,,TP2M,14,19
AC103591.3,4.316058699698243,-0.7735808952715947,0.26612687575917693,-2.9068123731014004,0.0036513213439506886,0.04987803071957208,TP2M,14,19
IFI44L,2.594035066363243,0.29993232569406536,0.5104200650629153,0.5876186032324087,0.5567883213777117,0.8316351171804459,TP2M,14,19
IFI44,1.0870791323502165,0.7034795274992806,0.5382875838385587,1.3068841797961024,0.19125204979455235,,TP2M,14,19
