gene,cluster,timepoint,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RPAIN,3,TP3M,11.773354510452538,0.02900271191649247,0.16408407986769594,0.1767551851457978,0.8597006917663267,0.9523826582649266
C1QBP,3,TP3M,19.63310611496805,0.17070955048052788,0.1691934777003288,1.0089605864292495,0.3129935367624136,0.6144516851920601
DERL2,3,TP3M,13.96850631397744,-0.15935102771209392,0.15058992460161685,-1.0581785476927121,0.289974049511581,0.5940750398968031
NLRP1,3,TP3M,11.335488215305913,0.0005034433551722057,0.15791039349954164,0.003188158448694303,0.9974562219057046,0.9995474821312157
TXNDC17,3,TP3M,22.699384790657803,0.4328096740335325,0.12214018199430783,3.543548625576004,0.00039478050224643586,0.01278929836089769
XAF1,3,TP3M,27.30433735045292,-0.027290795697481877,0.1996316033023327,-0.13670578829220364,0.8912633540959115,0.967447144446747
ACADVL,3,TP3M,11.81422554287592,-0.36698554993598154,0.1663418818026425,-2.206212566306026,0.027369119825251077,0.16411202056567062
CTDNEP1,3,TP3M,13.985980574348847,-0.1613668256787839,0.14584395317232676,-1.1064348035610059,0.2685383684322912,0.5695080461244875
EIF5A,3,TP3M,43.93890840977605,0.10652431332346436,0.11890092988361718,0.8959081600769034,0.3703018156193606,0.6697393904095011
GPS2,3,TP3M,16.70553309303377,0.046935567082696326,0.13637088973653325,0.3441758514106289,0.7307140419495213,0.8993758165051636
ACAP1,3,TP3M,31.067574940500013,-0.25156640139506065,0.11442200991870932,-2.1985840099626377,0.027907514976658724,0.16535736731946182
POLR2A,3,TP3M,39.511442590142806,0.1966894629359449,0.12930961185567183,1.5210738019651524,0.1282413179465187,0.3794180698296645
TNFSF12,3,TP3M,9.757544414961735,-0.6584435398196689,0.17843125860602727,-3.6901804367893827,0.000224095042845519,0.009093232745740563
EIF4A1,3,TP3M,45.563692510703945,0.15222552072093715,0.10129806588095537,1.5027485411205312,0.1329039001982502,0.3868271173338195
SAT2,3,TP3M,11.972389095924532,0.14263928979514995,0.18165264735820952,0.785230999215072,0.4323181433508907,0.7155065416896981
KDM6B,3,TP3M,16.109136574446918,0.41554129517452987,0.17168765123592858,2.4203330419116993,0.015506298123108638,0.11860646479465752
NAA38,3,TP3M,23.683757175014076,-0.1925888357551219,0.12103730406282084,-1.5911527214383785,0.11157520995534573,0.3551736763120368
CHD3,3,TP3M,21.851500548230543,0.061045708489845,0.12612643642447965,0.48400406941170626,0.6283829810811985,0.8445635287899573
TRAPPC1,3,TP3M,38.3926680537223,-0.35703923020507344,0.1022995474285337,-3.4901349925765848,0.0004827766130229091,0.014026855047465614
PER1,3,TP3M,14.430268128884912,0.3400653854997307,0.1587514306434802,2.1421248559544677,0.0321834362418274,0.17683757848231718
VAMP2,3,TP3M,53.268482947391064,0.20833690339350489,0.094731969362104,2.1992248740988036,0.027861936490118738,0.16535736731946182
RPL26,3,TP3M,412.58222774434705,0.29229930478111166,0.08070543183847975,3.6218046062389755,0.00029255506182074016,0.01050568514133804
PIK3R5,3,TP3M,11.498959961560281,-0.16796403331006773,0.15502261364218486,-1.0834808507212605,0.278595046028593,0.5820593684258645
STX8,3,TP3M,18.617553047713677,-0.05799104033531965,0.1424087109369177,-0.40721554147771016,0.6838496879297093,0.8752837815872451
TTC19,3,TP3M,16.82408284509767,0.045808110994278284,0.14767403347887567,0.3101974661024682,0.7564107973202818,0.9100481848629464
NCOR1,3,TP3M,34.16303359088243,-0.049122249256701764,0.10412294012254601,-0.47177163071738115,0.6370898023329374,0.8476848493988627
UBB,3,TP3M,284.8430360936579,0.05049462268829546,0.06851817180099612,0.7369522764698366,0.4611513717181158,0.7361837082972518
MPRIP,3,TP3M,8.805793275409531,-0.00918508168589324,0.18192826629016196,-0.05048738095070791,0.9597340051236043,0.9863656207009408
COPS3,3,TP3M,11.164068966982157,-0.04534805717894917,0.1812952199025326,-0.25013377188504504,0.8024838997185473,0.9316158893935623
ALKBH5,3,TP3M,11.730595116950091,0.2474961022638228,0.17552662980905043,1.410020248967724,0.1585337039375313,0.43231545886036693
AC007952.4,3,TP3M,11.645901479246897,0.3926081277234894,0.2218792771020564,1.76946731056323,0.07681592136957384,0.28480705881340834
MAP2K3,3,TP3M,14.586505659443755,0.059409622315266336,0.14317505460922478,0.4149439473057381,0.6781829370827805,0.8712408922042086
WSB1,3,TP3M,36.277095271037844,0.16788809551662198,0.12328140259963695,1.361828239915859,0.1732520971151521,0.4512744110676659
IFT20,3,TP3M,13.145680596963881,0.28225184502794937,0.15255700696404903,1.8501401583898647,0.06429335121654998,0.25538922027699146
SDF2,3,TP3M,14.803502460769858,0.011687682527993445,0.1424438630898139,0.08205114825216522,0.9346060401159602,0.9805725567215687
SUPT6H,3,TP3M,10.116526466099636,-0.016874033499931072,0.16157915262701955,-0.10443199648956053,0.9168265319697712,0.9742023587800251
RPL23A,3,TP3M,565.6245115469704,0.078397453834857,0.07050673071523944,1.1119144660314257,0.2661749282634641,0.5673578369202655
FLOT2,3,TP3M,11.37505844054822,-0.11427681916660888,0.179925480803059,-0.6351341603010239,0.5253409193628835,0.7779271641726934
NUFIP2,3,TP3M,54.29065184980114,0.2001922649922822,0.11200746244042231,1.7873118507507133,0.07388709970515708,0.27768484881363564
TAOK1,3,TP3M,13.206644608848524,-0.0012549380606719682,0.14645457894271804,-0.00856878678516979,0.993163180983959,0.9986723488057243
SSH2,3,TP3M,18.382465458749994,-0.032940547228222886,0.14957413470357445,-0.22022890049475705,0.825692889767593,0.9424694556061527
NSRP1,3,TP3M,16.25622765520861,-0.13465530170628504,0.15668408459280017,-0.8594063784859526,0.3901163518677244,0.6822797604731778
CPD,3,TP3M,10.673032823855026,-0.10526855344302219,0.16710341026764605,-0.6299605332674882,0.5287204062917668,0.7787177906537522
EVI2B,3,TP3M,15.00669871316574,-0.04943656048569056,0.14774941846106507,-0.33459732701904404,0.7379288615346824,0.9011924499292492
EVI2A,3,TP3M,10.024637111622921,-0.16789244802110495,0.17311369661984854,-0.9698391941210216,0.33212665292180643,0.6367587178992762
SUZ12,3,TP3M,18.896318335854165,-0.19202112733295518,0.12862269754421368,-1.4929023492680868,0.13546275011085998,0.390386789318583
ZNF207,3,TP3M,32.31936139837967,0.06436925973514411,0.10834102547980984,0.5941355959118164,0.5524214245612596,0.7949297041412813
PSMD11,3,TP3M,11.375534506157898,-0.05093490332880215,0.16780235167669327,-0.30354105779720547,0.7614775628359334,0.9125022563260352
ZNF830,3,TP3M,11.38773058602914,-0.0527657639850995,0.16212065169027287,-0.32547219268466226,0.744823724974355,0.9051165874593303
SLFN5,3,TP3M,48.289822841689094,-0.3405239256656445,0.12833568899369172,-2.6533844820234127,0.007968904207313762,0.0840548443781346
SLFN13,3,TP3M,15.066575321830369,0.16126992269294205,0.14623293646615118,1.1028289972845584,0.2701014329828292,0.5716848872934583
SLFN12L,3,TP3M,17.190305963076543,-0.13041778316855882,0.14292990095048583,-0.9124597603530035,0.36152674305930155,0.6606286282547329
AP2B1,3,TP3M,15.170053329055253,0.31095552670894433,0.15743354940531412,1.9751541388956841,0.048250658555793184,0.2192368312528484
TAF15,3,TP3M,25.441434283481247,-0.12197384745592818,0.10816225215604243,-1.127693303574709,0.2594494666950873,0.5591372188519885
CCL5,3,TP3M,604.7848650949102,-0.1861760717041894,0.12062668994061103,-1.5434069507822086,0.12273206827150675,0.3703981965965397
CCL3,3,TP3M,164.81147656418375,-0.5292417850210673,0.282977596836199,-1.870260370213752,0.0614476699277929,0.2488227579336818
CCL4,3,TP3M,735.0815970317223,-0.5219673357190245,0.2850909474940087,-1.8308800763657846,0.06711844473191445,0.2632031280530044
